file,tag,date,tabus,counts,resets,distance,cmax,time
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:35:36,40,20,5,7,4244,4.94
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:35:43,40,20,5,9,4276,6.25
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:35:43,40,30,5,1,4436,0.62
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:35:47,40,30,5,3,4310,3.29
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:35:52,40,30,5,5,4266,5.21
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:35:59,40,30,5,7,4311,6.86
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:36:10,40,30,5,9,4214,11.09
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:36:11,40,40,5,1,4377,0.82
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:36:14,40,40,5,3,4343,3.00
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:36:19,40,40,5,5,4338,5.47
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:36:27,40,40,5,7,4356,7.32
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:36:40,40,40,5,9,4215,13.10
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:36:41,40,50,5,1,4423,1.06
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:36:47,40,50,5,3,4216,5.38
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:36:55,40,50,5,5,4266,8.11
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:37:05,40,50,5,7,4314,10.70
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:37:19,40,50,5,9,4248,13.39
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:37:19,50,20,5,1,4458,0.35
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:37:22,50,20,5,3,4431,2.19
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:37:27,50,20,5,5,4301,4.96
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:37:32,50,20,5,7,4280,5.05
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:37:38,50,20,5,9,4309,6.60
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:37:39,50,30,5,1,4480,0.33
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:37:41,50,30,5,3,4486,2.78
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:37:46,50,30,5,5,4480,4.30
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:37:54,50,30,5,7,4261,7.72
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:38:04,50,30,5,9,4192,10.46
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:38:05,50,40,5,1,4515,0.40
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:38:09,50,40,5,3,4257,4.08
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:38:16,50,40,5,5,4260,7.50
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:38:24,50,40,5,7,4250,8.01
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:38:36,50,40,5,9,4209,11.43
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:38:36,50,50,5,1,4697,0.22
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:38:41,50,50,5,3,4347,5.20
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:38:51,50,50,5,5,4242,9.74
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:39:02,50,50,5,7,4270,10.76
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:39:17,50,50,5,9,4276,14.95
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:45:38,10,20,5,2,4456,1.09
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:45:39,10,30,5,2,4357,1.72
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:45:41,10,40,5,2,4361,1.72
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:45:44,10,50,5,2,4379,2.38
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:45:45,20,20,5,2,4447,1.04
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:45:47,20,30,5,2,4303,2.09
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:45:49,20,40,5,2,4351,2.34
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:45:51,20,50,5,2,4368,2.19
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:45:53,30,20,5,2,4303,1.33
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:45:55,30,30,5,2,4265,1.87
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:45:58,30,40,5,2,4243,2.82
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:46:01,30,50,5,2,4356,3.43
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:46:02,40,20,5,2,4325,1.16
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:46:05,40,30,5,2,4336,2.22
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:46:07,40,40,5,2,4271,2.58
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:46:10,40,50,5,2,4337,2.57
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:46:11,50,20,5,2,4317,1.08
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:46:13,50,30,5,2,4332,2.03
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:46:15,50,40,5,2,4329,1.82
10-50-10,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:46:20,50,50,5,2,4347,4.86
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:39:18,10,20,5,1,4405,0.51
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:39:20,10,20,5,3,4305,1.96
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:39:24,10,20,5,5,4365,4.05
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:39:31,10,20,5,7,4247,7.21
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:39:38,10,20,5,9,4296,6.61
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:39:39,10,30,5,1,4422,1.02
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:39:42,10,30,5,3,4254,3.34
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:39:46,10,30,5,5,4385,3.98
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:39:53,10,30,5,7,4212,6.67
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:40:02,10,30,5,9,4293,9.21
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:40:04,10,40,5,1,4350,1.61
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:40:07,10,40,5,3,4342,3.32
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:40:13,10,40,5,5,4303,6.06
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:40:22,10,40,5,7,4347,9.00
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:40:32,10,40,5,9,4276,9.77
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:40:33,10,50,5,1,4534,0.76
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:40:37,10,50,5,3,4444,3.86
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:40:44,10,50,5,5,4275,6.84
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:40:54,10,50,5,7,4333,10.53
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:41:06,10,50,5,9,4318,11.57
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:41:07,20,20,5,1,4376,0.68
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:41:09,20,20,5,3,4314,2.40
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:41:14,20,20,5,5,4365,4.15
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:41:19,20,20,5,7,4293,5.04
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:41:28,20,20,5,9,4208,9.16
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:41:29,20,30,5,1,4493,0.68
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:41:32,20,30,5,3,4343,3.60
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:41:39,20,30,5,5,4285,6.15
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:41:45,20,30,5,7,4341,6.29
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:41:54,20,30,5,9,4256,9.20
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:41:55,20,40,5,1,4365,1.15
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:41:59,20,40,5,3,4394,3.24
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:42:06,20,40,5,5,4270,6.87
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:42:15,20,40,5,7,4185,9.40
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:42:27,20,40,5,9,4208,11.73
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:42:28,20,50,5,1,4391,1.34
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:42:33,20,50,5,3,4290,5.14
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:42:41,20,50,5,5,4324,7.21
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:42:52,20,50,5,7,4226,10.85
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:43:05,20,50,5,9,4272,13.01
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:43:05,30,20,5,1,4571,0.39
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:43:07,30,20,5,3,4420,2.16
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:43:11,30,20,5,5,4343,3.56
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:43:16,30,20,5,7,4250,4.67
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:43:24,30,20,5,9,4264,8.03
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:43:24,30,30,5,1,4372,0.62
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:43:28,30,30,5,3,4267,3.30
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:43:33,30,30,5,5,4287,4.95
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:43:41,30,30,5,7,4242,8.32
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:43:49,30,30,5,9,4296,7.26
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:43:50,30,40,5,1,4390,1.13
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:43:53,30,40,5,3,4283,3.26
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:43:59,30,40,5,5,4213,6.32
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:44:09,30,40,5,7,4174,9.48
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:44:20,30,40,5,9,4244,11.44
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:44:22,30,50,5,1,4320,1.18
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:44:26,30,50,5,3,4235,4.51
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:44:33,30,50,5,5,4317,6.30
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:44:47,30,50,5,7,4267,14.01
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:45:00,30,50,5,9,4264,13.42
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:45:01,40,20,5,1,4352,0.39
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:45:03,40,20,5,3,4245,1.92
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:45:08,40,20,5,5,4236,5.15
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:45:12,40,20,5,7,4254,4.62
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:45:21,40,20,5,9,4224,8.44
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:45:22,40,30,5,1,4423,0.57
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:45:25,40,30,5,3,4288,3.38
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:45:29,40,30,5,5,4380,4.29
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:45:35,40,30,5,7,4349,5.67
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:45:44,40,30,5,9,4242,9.28
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:45:45,40,40,5,1,4406,0.79
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:45:49,40,40,5,3,4369,3.98
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:45:55,40,40,5,5,4271,6.22
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:46:04,40,40,5,7,4229,8.08
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:46:17,40,40,5,9,4208,13.61
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:46:18,40,50,5,1,4444,1.00
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:46:23,40,50,5,3,4335,4.15
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:46:31,40,50,5,5,4357,7.97
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:46:40,40,50,5,7,4309,9.74
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:46:55,40,50,5,9,4210,14.02
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:46:55,50,20,5,1,4581,0.46
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:46:58,50,20,5,3,4312,2.63
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:47:01,50,20,5,5,4232,3.58
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:47:07,50,20,5,7,4281,5.56
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:47:15,50,20,5,9,4248,7.50
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:47:15,50,30,5,1,4451,0.57
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:47:18,50,30,5,3,4390,2.48
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:47:22,50,30,5,5,4234,4.48
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:47:30,50,30,5,7,4293,7.40
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:47:40,50,30,5,9,4267,9.87
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:47:40,50,40,5,1,4464,0.12
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:47:43,50,40,5,3,4324,3.69
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:47:50,50,40,5,5,4260,6.86
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:48:00,50,40,5,7,4164,9.53
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:48:12,50,40,5,9,4248,11.64
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:48:12,50,50,5,1,4428,0.15
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:48:18,50,50,5,3,4183,5.70
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:48:26,50,50,5,5,4320,8.18
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:48:36,50,50,5,7,4310,10.03
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:48:50,50,50,5,9,4231,14.17
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:46:21,10,20,5,2,4318,1.29
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:46:23,10,30,5,2,4429,1.65
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:46:25,10,40,5,2,4373,2.02
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:46:28,10,50,5,2,4323,2.80
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:46:29,20,20,5,2,4345,1.48
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:46:31,20,30,5,2,4271,1.55
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:46:33,20,40,5,2,4408,2.39
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:46:37,20,50,5,2,4258,3.18
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:46:38,30,20,5,2,4414,1.21
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:46:40,30,30,5,2,4374,2.13
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:46:44,30,40,5,2,4307,3.58
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:46:48,30,50,5,2,4266,4.60
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:46:49,40,20,5,2,4387,1.06
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:47:28,40,30,5,2,4328,2.77
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:47:36,40,40,5,2,4223,7.59
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:47:43,40,50,5,2,4259,6.80
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:47:45,50,20,5,2,4447,2.17
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:47:47,50,30,5,2,4425,1.89
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:47:49,50,40,5,2,4490,1.65
10-50-11,ograniczenie odl. zamiani i tabulist=set,2006-11-19 11:47:51,50,50,5,2,4428,2.81
10-50-12,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:48:51,10,20,5,1,4458,0.41
10-50-12,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:48:53,10,20,5,3,4333,1.86
10-50-12,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:48:56,10,20,5,5,4307,3.14
10-50-12,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:49:01,10,20,5,7,4239,4.70
10-50-12,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:49:08,10,20,5,9,4194,7.26
10-50-12,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:49:09,10,30,5,1,4383,0.70
10-50-12,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:49:11,10,30,5,3,4474,2.49
10-50-12,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:49:16,10,30,5,5,4346,4.44
10-50-12,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:49:22,10,30,5,7,4361,6.69
10-50-12,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:49:32,10,30,5,9,4200,9.53
10-50-12,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:49:33,10,40,5,1,4380,0.76
10-50-12,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:49:37,10,40,5,3,4314,3.76
10-50-12,ograniczenie odl. zamiani i tabulist=set,2006-11-18 16:49:43,10,40,5,5,4275,6.43
